fir_number,person_id,name,role,age,gender,district,is_synthetic
FIR-2025-SHI-0633,V06331,Fateh Bath,victim,32,male,Shivamogga,True
FIR-2025-BAL-0634,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2025-BAL-0634,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-BAL-0634,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-BAL-0634,V06340,Zara Sankar,victim,71,female,Ballari,True
FIR-2025-BAL-0634,V06341,Renee Sarin,victim,58,male,Ballari,True
FIR-2025-RAI-0635,P0183,Parinaaz Shere,accused,52,male,Chickballapura,True
FIR-2025-RAI-0635,V06350,Madhav Tiwari,victim,65,female,Raichur,True
FIR-2025-RAI-0635,V06351,Hunar Bath,victim,28,female,Raichur,True
FIR-2025-CHI-0636,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2025-CHI-0636,V06360,Taimur Hora,victim,56,male,Chickballapura,True
FIR-2025-MAN-0637,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2025-MAN-0637,V06370,Parinaaz Doctor,victim,33,female,Mandya,True
FIR-2025-MAN-0637,V06371,Jayant Aurora,victim,56,male,Mandya,True
FIR-2024-UDU-0638,P0077,Khushi Malhotra,accused,47,male,Tumakuru,True
FIR-2024-UDU-0638,V06380,Alisha Mall,victim,27,male,Udupi,True
FIR-2024-UDU-0638,V06381,Divit Kashyap,victim,21,female,Udupi,True
FIR-2024-MAN-0639,P0303,Kaira Dhar,accused,36,male,Chickballapura,True
FIR-2024-MAN-0639,V06390,Zaina Sundaram,victim,68,male,Mandya,True
FIR-2024-MAN-0639,V06391,Gatik Ahuja,victim,51,male,Mandya,True
FIR-2025-KAL-0640,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-KAL-0640,V06400,Vanya Choudhry,victim,47,female,Kalaburagi,True
FIR-2025-DHA-0641,P0314,Alisha Kant,accused,46,male,Kolar,True
FIR-2025-DHA-0641,V06410,Kiaan Tata,victim,56,female,Dharwad,True
FIR-2024-VIJ-0642,P0116,Miraya Baria,accused,27,male,Mandya,True
FIR-2024-VIJ-0642,V06420,Umang Sankar,victim,28,male,Vijayapur,True
FIR-2025-BEN-0643,P0167,Aniruddh Bhardwaj,accused,57,female,Raichur,True
FIR-2025-BEN-0643,V06430,Keya Raj,victim,42,female,Bengaluru City,True
FIR-2025-BEN-0643,V06431,Dhanuk Apte,victim,38,female,Bengaluru City,True
FIR-2025-DAK-0644,P0037,Jiya Vora,accused,25,male,Dakshina Kannada,True
FIR-2025-DAK-0644,V06440,Kiaan Zacharia,victim,56,female,Dakshina Kannada,True
FIR-2025-DAK-0644,V06441,Zoya Bhatt,victim,60,male,Dakshina Kannada,True
FIR-2024-RAI-0645,P0106,Indrans Chandran,accused,26,male,Belagavi,True
FIR-2024-RAI-0645,P0148,Taimur Cheema,accused,53,male,Shivamogga,True
FIR-2024-RAI-0645,V06450,Zoya Gandhi,victim,29,male,Raichur,True
FIR-2024-RAI-0645,V06451,Arnav Kashyap,victim,65,female,Raichur,True
FIR-2025-BEL-0646,P0045,Divij Shroff,accused,24,male,Kolar,True
FIR-2025-BEL-0646,V06460,Jayan Mangat,victim,42,female,Belagavi,True
FIR-2025-BEL-0646,V06461,Samaira Hora,victim,16,female,Belagavi,True
FIR-2025-DAV-0647,P0153,Yasmin Tak,accused,60,male,Shivamogga,True
FIR-2025-DAV-0647,P0306,Anvi Bhandari,accused,53,female,Bagalkot,True
FIR-2025-DAV-0647,V06470,Aniruddh Halder,victim,18,male,Davanagere,True
FIR-2025-DAV-0647,V06471,Jayant Goel,victim,17,male,Davanagere,True
FIR-2025-DAK-0648,P0025,Myra Tiwari,accused,42,male,Raichur,True
FIR-2025-DAK-0648,V06480,Kabir Devan,victim,67,female,Dakshina Kannada,True
FIR-2024-UDU-0649,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2024-UDU-0649,V06490,Alia Wagle,victim,48,male,Udupi,True
FIR-2025-DAK-0650,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2025-DAK-0650,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2025-DAK-0650,V06500,Arhaan Rana,victim,52,female,Dakshina Kannada,True
FIR-2024-BAG-0651,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2024-BAG-0651,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-BAG-0651,V06510,Neelofar Divan,victim,58,male,Bagalkot,True
FIR-2024-BAG-0651,V06511,Zain Wadhwa,victim,33,male,Bagalkot,True
FIR-2025-BEN-0652,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-BEN-0652,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-BEN-0652,V06520,Biju Bassi,victim,47,female,Bengaluru City,True
FIR-2025-BEN-0653,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2025-BEN-0653,V06530,Veer Biswas,victim,72,female,Bengaluru City,True
FIR-2025-BEN-0653,V06531,Krish Rout,victim,56,female,Bengaluru City,True
FIR-2024-DAK-0654,P0318,Tarini Chawla,accused,57,female,Tumakuru,True
FIR-2024-DAK-0654,V06540,Mohanlal Suresh,victim,26,female,Dakshina Kannada,True
FIR-2025-KOL-0655,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-KOL-0655,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2025-KOL-0655,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2025-KOL-0655,V06550,Vaibhav Srinivas,victim,62,male,Kolar,True
FIR-2024-CHI-0656,P0171,Adira Raman,accused,49,male,Davanagere,True
FIR-2024-CHI-0656,V06560,Anvi Magar,victim,63,female,Chickballapura,True
FIR-2024-CHI-0656,V06561,Shray Mandal,victim,43,female,Chickballapura,True
FIR-2024-DAV-0657,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2024-DAV-0657,V06570,Vidur Deshmukh,victim,43,female,Davanagere,True
FIR-2024-DAV-0657,V06571,Anay Dutta,victim,43,female,Davanagere,True
FIR-2025-UDU-0658,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-UDU-0658,V06580,Aniruddh Wason,victim,44,male,Udupi,True
FIR-2025-DHA-0659,P0295,Divyansh Thaman,accused,25,female,Belagavi,True
FIR-2025-DHA-0659,V06590,Bhavin Tailor,victim,17,male,Dharwad,True
FIR-2025-DHA-0659,V06591,Eva Gola,victim,27,female,Dharwad,True
FIR-2024-MAN-0660,P0019,Mishti Ranganathan,accused,42,male,Bagalkot,True
FIR-2024-MAN-0660,P0043,Keya Iyengar,accused,28,female,Bengaluru City,True
FIR-2024-MAN-0660,V06600,Indranil Bedi,victim,61,female,Mandya,True
FIR-2025-SHI-0661,P0096,Anahi Dash,accused,34,female,Kalaburagi,True
FIR-2025-SHI-0661,V06610,Nirvi Dara,victim,52,female,Shivamogga,True
FIR-2024-HAS-0662,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2024-HAS-0662,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2024-HAS-0662,V06620,Hazel Tandon,victim,26,female,Hassan,True
FIR-2024-HAS-0662,V06621,Tarini Choudhary,victim,53,female,Hassan,True
FIR-2024-BEN-0663,P0017,Samiha Karpe,accused,20,male,Shivamogga,True
FIR-2024-BEN-0663,V06630,Sumer Tripathi,victim,73,male,Bengaluru City,True
FIR-2025-CHI-0664,P0179,Dishani Dubey,accused,21,male,Dharwad,True
FIR-2025-CHI-0664,V06640,Jayesh Dani,victim,41,male,Chickballapura,True
FIR-2025-CHI-0664,V06641,Zara Shan,victim,51,female,Chickballapura,True
FIR-2024-BAG-0665,P0240,Tara Wable,accused,41,male,Shivamogga,True
FIR-2024-BAG-0665,V06650,Kiara Atwal,victim,17,male,Bagalkot,True
FIR-2024-BEL-0666,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2024-BEL-0666,P0032,Purab Reddy,accused,34,male,Ballari,True
FIR-2024-BEL-0666,V06660,Jiya Manda,victim,75,male,Belagavi,True
FIR-2024-BEL-0667,P0034,Manikya Tara,accused,55,female,Mandya,True
FIR-2024-BEL-0667,V06670,Jivika Chandra,victim,33,male,Belagavi,True
FIR-2024-BEL-0667,V06671,Hrishita Dubey,victim,75,male,Belagavi,True
FIR-2025-HAS-0668,P0135,Piya Ravel,accused,20,male,Dharwad,True
FIR-2025-HAS-0668,V06680,Ayesha Bahl,victim,52,female,Hassan,True
FIR-2024-HAS-0669,P0046,Faiyaz Bose,accused,56,male,Kalaburagi,True
FIR-2024-HAS-0669,V06690,Bhavin Dada,victim,58,male,Hassan,True
FIR-2024-VIJ-0670,P0228,Aaina Luthra,accused,19,male,Shivamogga,True
FIR-2024-VIJ-0670,P0099,Divij Shetty,accused,47,male,Tumakuru,True
FIR-2024-VIJ-0670,V06700,Akarsh Lall,victim,29,female,Vijayapur,True
FIR-2024-VIJ-0670,V06701,Aarav Gandhi,victim,64,female,Vijayapur,True
FIR-2024-KAL-0671,P0308,Kashvi Rau,accused,54,female,Ballari,True
FIR-2024-KAL-0671,V06710,Zara Bhattacharyya,victim,65,female,Kalaburagi,True
FIR-2024-DAK-0672,P0140,Navya Deep,accused,51,male,Mandya,True
FIR-2024-DAK-0672,P0298,Rhea Loke,accused,48,female,Ballari,True
FIR-2024-DAK-0672,V06720,Saanvi Chakrabarti,victim,63,male,Dakshina Kannada,True
FIR-2024-CHI-0673,P0283,Alia Sule,accused,20,female,Tumakuru,True
FIR-2024-CHI-0673,P0183,Parinaaz Shere,accused,52,male,Chickballapura,True
FIR-2024-CHI-0673,V06730,Biju Apte,victim,25,female,Chickballapura,True
FIR-2025-KOL-0674,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-KOL-0674,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2025-KOL-0674,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-KOL-0674,V06740,Khushi Sarraf,victim,28,female,Kolar,True
FIR-2025-KOL-0674,V06741,Urvi Bhakta,victim,27,female,Kolar,True
FIR-2025-CHI-0675,P0139,Shamik Solanki,accused,20,female,Bengaluru City,True
FIR-2025-CHI-0675,V06750,Devansh Grover,victim,23,male,Chickballapura,True
FIR-2025-DAV-0676,P0036,Priyansh Bali,accused,49,male,Mysuru,True
FIR-2025-DAV-0676,V06760,Khushi Bedi,victim,41,female,Davanagere,True
FIR-2025-DAV-0676,V06761,Romil Edwin,victim,22,male,Davanagere,True
FIR-2025-VIJ-0677,P0135,Piya Ravel,accused,20,male,Dharwad,True
FIR-2025-VIJ-0677,V06770,Indranil Setty,victim,62,male,Vijayapur,True
FIR-2025-VIJ-0677,V06771,Vritika Reddy,victim,22,male,Vijayapur,True
FIR-2025-CHI-0678,P0031,Ishaan Kashyap,accused,59,female,Kalaburagi,True
FIR-2025-CHI-0678,P0019,Mishti Ranganathan,accused,42,male,Bagalkot,True
FIR-2025-CHI-0678,V06780,Nehmat Dutt,victim,37,female,Chickballapura,True
FIR-2025-DAK-0679,P0156,Zaina Sami,accused,30,male,Bengaluru City,True
FIR-2025-DAK-0679,V06790,Rhea Mand,victim,46,male,Dakshina Kannada,True
FIR-2025-DAK-0679,V06791,Mamooty Salvi,victim,47,male,Dakshina Kannada,True
FIR-2024-MYS-0680,P0236,Himmat Verma,accused,52,male,Vijayapur,True
FIR-2024-MYS-0680,V06800,Uthkarsh Dube,victim,64,male,Mysuru,True
FIR-2024-BAG-0681,P0033,Piya Gaba,accused,53,male,Dharwad,True
FIR-2024-BAG-0681,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-BAG-0681,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2024-BAG-0681,V06810,Gokul Chakrabarti,victim,35,female,Bagalkot,True
FIR-2024-BAG-0681,V06811,Rati Mangat,victim,73,female,Bagalkot,True
FIR-2024-KOL-0682,P0317,Manjari Shankar,accused,48,male,Hassan,True
FIR-2024-KOL-0682,V06820,Trisha Mander,victim,31,female,Kolar,True
FIR-2025-BEL-0683,P0314,Alisha Kant,accused,46,male,Kolar,True
FIR-2025-BEL-0683,V06830,Jivin Ramachandran,victim,32,female,Belagavi,True
FIR-2024-SHI-0684,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-SHI-0684,V06840,Zoya Ramesh,victim,34,male,Shivamogga,True
FIR-2024-SHI-0684,V06841,Navya Mandal,victim,16,female,Shivamogga,True
FIR-2024-SHI-0685,P0059,Navya Kulkarni,accused,51,female,Belagavi,True
FIR-2024-SHI-0685,P0011,Rasha Kakar,accused,39,male,Tumakuru,True
FIR-2024-SHI-0685,V06850,Charvi Bobal,victim,35,male,Shivamogga,True
FIR-2024-SHI-0685,V06851,Shanaya Barad,victim,43,female,Shivamogga,True
FIR-2024-DAV-0686,P0211,Shanaya Venkataraman,accused,44,female,Belagavi,True
FIR-2024-DAV-0686,V06860,Shray Dutta,victim,21,female,Davanagere,True
FIR-2024-TUM-0687,P0224,Vidur Zachariah,accused,18,male,Tumakuru,True
FIR-2024-TUM-0687,V06870,Myra Wali,victim,41,male,Tumakuru,True
FIR-2024-TUM-0687,V06871,Rhea Sampath,victim,73,female,Tumakuru,True
FIR-2025-SHI-0688,P0257,Dhanuk Rajagopalan,accused,60,male,Dakshina Kannada,True
FIR-2025-SHI-0688,V06880,Alia Ahluwalia,victim,59,male,Shivamogga,True
FIR-2024-DHA-0689,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2024-DHA-0689,V06890,Lakshay Dash,victim,50,male,Dharwad,True
FIR-2024-DHA-0689,V06891,Stuvan Dave,victim,40,female,Dharwad,True
FIR-2025-HAS-0690,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2025-HAS-0690,V06900,Saira Acharya,victim,17,male,Hassan,True
FIR-2025-HAS-0690,V06901,Veer Kanda,victim,65,female,Hassan,True
FIR-2024-BAL-0691,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2024-BAL-0691,V06910,Ivan Wagle,victim,41,male,Ballari,True
FIR-2025-BAG-0692,P0233,Gokul Rastogi,accused,47,male,Shivamogga,True
FIR-2025-BAG-0692,V06920,Bhamini Wadhwa,victim,54,male,Bagalkot,True
FIR-2025-BAG-0692,V06921,Stuvan Mahajan,victim,68,female,Bagalkot,True
FIR-2024-KOL-0693,P0019,Mishti Ranganathan,accused,42,male,Bagalkot,True
FIR-2024-KOL-0693,V06930,Divyansh Thakkar,victim,24,male,Kolar,True
FIR-2024-KOL-0693,V06931,Vedika Venkatesh,victim,73,male,Kolar,True
FIR-2025-SHI-0694,P0161,Yashvi Viswanathan,accused,27,male,Belagavi,True
FIR-2025-SHI-0694,P0073,Oorja Sachar,accused,43,male,Belagavi,True
FIR-2025-SHI-0694,V06940,Ishaan Kara,victim,54,male,Shivamogga,True
FIR-2024-BAL-0695,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-BAL-0695,V06950,Yasmin Vaidya,victim,41,female,Ballari,True
FIR-2024-BAL-0695,V06951,Ritvik Anne,victim,27,male,Ballari,True
FIR-2024-BAG-0696,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2024-BAG-0696,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2024-BAG-0696,V06960,Pranay Ben,victim,46,female,Bagalkot,True
FIR-2024-BEL-0697,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-BEL-0697,V06970,Shlok Chada,victim,45,female,Belagavi,True
FIR-2024-BEN-0698,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2024-BEN-0698,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2024-BEN-0698,V06980,Ishaan Setty,victim,18,female,Bengaluru City,True
FIR-2024-BEN-0698,V06981,Ira Yadav,victim,24,female,Bengaluru City,True
FIR-2025-KOL-0699,P0144,Inaaya  Badami,accused,38,female,Shivamogga,True
FIR-2025-KOL-0699,V06990,Shayak Rajan,victim,45,male,Kolar,True
FIR-2025-KOL-0699,V06991,Renee Aurora,victim,33,female,Kolar,True
FIR-2024-CHI-0700,P0146,Adah Bhatt,accused,44,female,Dakshina Kannada,True
FIR-2024-CHI-0700,V07000,Neysa Butala,victim,24,female,Chickballapura,True
FIR-2024-CHI-0700,V07001,Indranil Bala,victim,53,female,Chickballapura,True
FIR-2024-BAL-0701,P0287,Anika Malhotra,accused,21,male,Kolar,True
FIR-2024-BAL-0701,V07010,Shalv Chauhan,victim,65,male,Ballari,True
FIR-2024-TUM-0702,P0132,Shanaya Malhotra,accused,59,female,Raichur,True
FIR-2024-TUM-0702,P0117,Nirvi Manne,accused,55,male,Dharwad,True
FIR-2024-TUM-0702,V07020,Yuvraj  Sarin,victim,22,female,Tumakuru,True
FIR-2024-TUM-0702,V07021,Nitara Dhaliwal,victim,40,male,Tumakuru,True
FIR-2025-DAV-0703,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2025-DAV-0703,V07030,Miraan Bava,victim,68,male,Davanagere,True
FIR-2025-DAV-0703,V07031,Vihaan Mangal,victim,21,male,Davanagere,True
FIR-2024-KAL-0704,P0099,Divij Shetty,accused,47,male,Tumakuru,True
FIR-2024-KAL-0704,V07040,Indrans Bala,victim,27,female,Kalaburagi,True
FIR-2024-KAL-0704,V07041,Aarav Kala,victim,28,male,Kalaburagi,True
FIR-2024-UDU-0705,P0209,Manjari Tandon,accused,52,female,Mandya,True
FIR-2024-UDU-0705,V07050,Ritvik Tata,victim,47,male,Udupi,True
FIR-2025-RAI-0706,P0281,Ayesha Mall,accused,39,female,Chickballapura,True
FIR-2025-RAI-0706,V07060,Krish Bava,victim,20,male,Raichur,True
FIR-2025-RAI-0706,V07061,Lagan Chada,victim,34,male,Raichur,True
FIR-2025-BAL-0707,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2025-BAL-0707,V07070,Dhanush Khalsa,victim,75,female,Ballari,True
FIR-2025-BAL-0707,V07071,Ryan Srinivasan,victim,57,male,Ballari,True
FIR-2024-DHA-0708,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2024-DHA-0708,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2024-DHA-0708,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2024-DHA-0708,V07080,Anaya Konda,victim,20,male,Dharwad,True
FIR-2024-DHA-0708,V07081,Divij Rege,victim,38,male,Dharwad,True
FIR-2025-TUM-0709,P0179,Dishani Dubey,accused,21,male,Dharwad,True
FIR-2025-TUM-0709,P0201,Hunar Sagar,accused,54,male,Bagalkot,True
FIR-2025-TUM-0709,V07090,Kabir Goyal,victim,57,female,Tumakuru,True
FIR-2024-UDU-0710,P0090,Pari Sachdeva,accused,50,male,Dakshina Kannada,True
FIR-2024-UDU-0710,P0104,Vardaniya Srinivasan,accused,52,male,Kolar,True
FIR-2024-UDU-0710,V07100,Tushar Chander,victim,38,male,Udupi,True
FIR-2024-UDU-0710,V07101,Azad Deep,victim,37,female,Udupi,True
FIR-2024-BAL-0711,P0053,Tiya Rege,accused,52,male,Kalaburagi,True
FIR-2024-BAL-0711,V07110,Anahita Deep,victim,67,male,Ballari,True
FIR-2024-KAL-0712,P0144,Inaaya  Badami,accused,38,female,Shivamogga,True
FIR-2024-KAL-0712,V07120,Priyansh Manda,victim,24,female,Kalaburagi,True
FIR-2024-KAL-0712,V07121,Indrajit Shetty,victim,46,male,Kalaburagi,True
FIR-2024-RAI-0713,P0225,Tarini Mani,accused,33,female,Chickballapura,True
FIR-2024-RAI-0713,V07130,Dharmajan Sami,victim,44,female,Raichur,True
FIR-2025-BAL-0714,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2025-BAL-0714,V07140,Zara Madan,victim,33,male,Ballari,True
FIR-2025-BAL-0714,V07141,Tanya Raja,victim,29,male,Ballari,True
FIR-2024-BEL-0715,P0005,Aniruddh Batra,accused,19,male,Vijayapur,True
FIR-2024-BEL-0715,P0053,Tiya Rege,accused,52,male,Kalaburagi,True
FIR-2024-BEL-0715,P0017,Samiha Karpe,accused,20,male,Shivamogga,True
FIR-2024-BEL-0715,V07150,Ishita Balasubramanian,victim,47,male,Belagavi,True
FIR-2024-UDU-0716,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2024-UDU-0716,V07160,Elakshi Kadakia,victim,47,male,Udupi,True
FIR-2024-UDU-0716,V07161,Kaira Wadhwa,victim,71,female,Udupi,True
FIR-2025-MYS-0717,P0146,Adah Bhatt,accused,44,female,Dakshina Kannada,True
FIR-2025-MYS-0717,V07170,Anika Doctor,victim,18,female,Mysuru,True
FIR-2025-MYS-0717,V07171,Vivaan Zacharia,victim,75,male,Mysuru,True
FIR-2025-VIJ-0718,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-VIJ-0718,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2025-VIJ-0718,V07180,Damini Mangal,victim,62,female,Vijayapur,True
FIR-2025-VIJ-0718,V07181,Fateh Shukla,victim,70,female,Vijayapur,True
FIR-2025-KOL-0719,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2025-KOL-0719,V07190,Jayant Chacko,victim,24,male,Kolar,True
FIR-2024-BAL-0720,P0005,Aniruddh Batra,accused,19,male,Vijayapur,True
FIR-2024-BAL-0720,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2024-BAL-0720,P0017,Samiha Karpe,accused,20,male,Shivamogga,True
FIR-2024-BAL-0720,V07200,Zara Char,victim,35,female,Ballari,True
FIR-2024-BAG-0721,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2024-BAG-0721,V07210,Arnav Kakar,victim,42,male,Bagalkot,True
FIR-2024-RAI-0722,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2024-RAI-0722,V07220,Pihu Kalla,victim,32,female,Raichur,True
FIR-2024-RAI-0722,V07221,Mishti Borah,victim,24,male,Raichur,True
FIR-2025-MYS-0723,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-MYS-0723,P0072,Riya Dugal,accused,21,male,Mysuru,True
FIR-2025-MYS-0723,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-MYS-0723,V07230,Samar Seth,victim,51,male,Mysuru,True
FIR-2024-DAV-0724,P0085,Nirvaan Srinivasan,accused,45,female,Kalaburagi,True
FIR-2024-DAV-0724,P0134,Saanvi Garg,accused,34,male,Davanagere,True
FIR-2024-DAV-0724,V07240,Dhruv Hari,victim,22,male,Davanagere,True
FIR-2024-DAV-0724,V07241,Ishita Gaba,victim,48,female,Davanagere,True
FIR-2025-VIJ-0725,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2025-VIJ-0725,V07250,Elakshi Karnik,victim,25,male,Vijayapur,True
FIR-2025-VIJ-0725,V07251,Vedika Sarma,victim,36,female,Vijayapur,True
FIR-2025-MAN-0726,P0127,Indranil Kanda,accused,32,male,Bagalkot,True
FIR-2025-MAN-0726,P0084,Samaira Wadhwa,accused,34,female,Shivamogga,True
FIR-2025-MAN-0726,V07260,Faiyaz Johal,victim,75,male,Mandya,True
FIR-2025-MAN-0726,V07261,Hunar Mander,victim,74,male,Mandya,True
FIR-2024-KOL-0727,P0234,Vihaan Rajagopalan,accused,34,male,Belagavi,True
FIR-2024-KOL-0727,P0259,Piya Rama,accused,22,male,Bengaluru City,True
FIR-2024-KOL-0727,V07270,Emir Manda,victim,40,male,Kolar,True
FIR-2025-KOL-0728,P0237,Jivin Bakshi,accused,31,female,Davanagere,True
FIR-2025-KOL-0728,V07280,Vedika Dhar,victim,37,male,Kolar,True
FIR-2024-BEL-0729,P0047,Vritika Sangha,accused,41,male,Raichur,True
FIR-2024-BEL-0729,P0035,Zara Dugar,accused,32,male,Kolar,True
FIR-2024-BEL-0729,V07290,Zain Deo,victim,54,male,Belagavi,True
FIR-2024-BEL-0729,V07291,Neysa Kibe,victim,44,female,Belagavi,True
FIR-2025-DHA-0730,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2025-DHA-0730,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-DHA-0730,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2025-DHA-0730,V07300,Armaan Chadha,victim,56,male,Dharwad,True
FIR-2025-DHA-0730,V07301,Yuvaan Bora,victim,73,male,Dharwad,True
FIR-2024-DAK-0731,P0189,Pari Chhabra,accused,23,female,Kalaburagi,True
FIR-2024-DAK-0731,P0081,Shalv Banik,accused,49,female,Vijayapur,True
FIR-2024-DAK-0731,V07310,Armaan Hora,victim,17,male,Dakshina Kannada,True
FIR-2024-DAK-0731,V07311,Prisha Dani,victim,20,male,Dakshina Kannada,True
FIR-2024-RAI-0732,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2024-RAI-0732,V07320,Shanaya Khanna,victim,53,male,Raichur,True
FIR-2024-RAI-0732,V07321,Umang Anne,victim,62,male,Raichur,True
FIR-2025-DHA-0733,P0184,Mannat Mane,accused,32,male,Dharwad,True
FIR-2025-DHA-0733,V07330,Yashvi Doshi,victim,25,male,Dharwad,True
FIR-2025-HAS-0734,P0292,Saksham Bhasin,accused,19,male,Dakshina Kannada,True
FIR-2025-HAS-0734,P0149,Nitya Behl,accused,36,male,Dharwad,True
FIR-2025-HAS-0734,V07340,Ranbir Upadhyay,victim,37,male,Hassan,True
FIR-2025-HAS-0734,V07341,Rasha Sani,victim,52,female,Hassan,True
FIR-2024-VIJ-0735,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-VIJ-0735,P0037,Jiya Vora,accused,25,male,Dakshina Kannada,True
FIR-2024-VIJ-0735,V07350,Manikya Bhavsar,victim,47,female,Vijayapur,True
FIR-2024-VIJ-0735,V07351,Shanaya Kant,victim,30,male,Vijayapur,True
FIR-2025-BEL-0736,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2025-BEL-0736,V07360,Priyansh Sethi,victim,16,female,Belagavi,True
FIR-2025-VIJ-0737,P0055,Indranil Karan,accused,28,male,Kolar,True
FIR-2025-VIJ-0737,P0043,Keya Iyengar,accused,28,female,Bengaluru City,True
FIR-2025-VIJ-0737,V07370,Lavanya Roy,victim,74,male,Vijayapur,True
FIR-2025-VIJ-0737,V07371,Kanav Kant,victim,61,male,Vijayapur,True
FIR-2025-CHI-0738,P0317,Manjari Shankar,accused,48,male,Hassan,True
FIR-2025-CHI-0738,V07380,Yuvraj  Shanker,victim,38,male,Chickballapura,True
FIR-2024-DAK-0739,P0153,Yasmin Tak,accused,60,male,Shivamogga,True
FIR-2024-DAK-0739,P0250,Jivika Chopra,accused,27,male,Tumakuru,True
FIR-2024-DAK-0739,V07390,Tara Kuruvilla,victim,73,male,Dakshina Kannada,True
FIR-2024-DAK-0739,V07391,Bhavin Kurian,victim,43,male,Dakshina Kannada,True
FIR-2024-VIJ-0740,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2024-VIJ-0740,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2024-VIJ-0740,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2024-VIJ-0740,V07400,Chirag Dugal,victim,46,male,Vijayapur,True
FIR-2024-VIJ-0740,V07401,Himmat Sridhar,victim,47,male,Vijayapur,True
FIR-2024-KAL-0741,P0295,Divyansh Thaman,accused,25,female,Belagavi,True
FIR-2024-KAL-0741,V07410,Jayant Char,victim,16,female,Kalaburagi,True
FIR-2025-VIJ-0742,P0034,Manikya Tara,accused,55,female,Mandya,True
